,Unnamed: 0,accountId,assists,champLevel,champiom,combatPlayerScore,creepsPerMinDeltas,csDiffPerMinDeltas,currentAccountId,currentPlatformId,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,damageTakenDiffPerMinDeltas,damageTakenPerMinDeltas,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,gameCreation,gameDuration,gameId,gameVersion,goldEarned,goldPerMinDeltas,goldSpent,highestAchievedSeasonTier,inhibitorKills,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,map,matchHistoryUri,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,objectivePlayerScore,participantId,pentaKills,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,platformId,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,profileIcon,quadraKills,queueId,rel_assists,rel_deaths,rel_goldEarned,rel_kills,rel_longestTimeSpentLiving,rel_magicDamageDealt,rel_magicDamageDealtToChampions,rel_magicalDamageTaken,rel_neutralMinionsKilled,rel_physicalDamageDealt,rel_physicalDamageDealtToChampions,rel_physicalDamageTaken,rel_timeCCingOthers,rel_totalDamageDealt,rel_totalDamageDealtToChampions,rel_totalDamageTaken,rel_totalHeal,rel_totalMinionsKilled,rel_totalTimeCrowdControlDealt,rel_trueDamageDealt,rel_trueDamageDealtToChampions,rel_trueDamageTaken,rel_visionScore,rel_visionWardsBoughtInGame,rel_wardsPlaced,role,season,sightWardsBoughtInGame,spell_1,spell_2,summonerId,summonerName,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalPlayerScore,totalScoreRank,totalTimeCrowdControlDealt,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,xpDiffPerMinDeltas,xpPerMinDeltas,posição,score_kmeans
1797,1797,209070922,10,18,163,0,"{'10-20': 10.2, '0-10': 9.2, '20-30': 6.800000000000001}","{'10-20': 1.5000000000000009, '0-10': 2.3000000000000003, '20-30': 4.440892098500626e-16}",209070922,KR,7553,913,10304,"{'10-20': -61.89999999999998, '0-10': -50.599999999999994, '20-30': 32.700000000000045}","{'10-20': 467.9, '0-10': 135.2, '20-30': 842.1}",3,0,False,False,False,False,False,False,1520392488196,1960,3137287126,8.5.220.3006,15108,"{'10-20': 490.4, '0-10': 293.2, '20-30': 499.9}",13475,PLATINUM,0,3157,3151,0,3116,3285,3111,3340,1,4,MIDDLE,0,2,1,1098,215144,26502,6251,11,/v1/stats/player_history/KR/209070922,38,8,25,0,8,0,8326,3,0,0,8313,0,0,0,8316,6832,0,0,8347,0,0,0,8226,2749,0,0,8234,19,0,0,8300,8200,12082,86,7027,KR,0,0,0,0,0,0,0,0,0,0,3225,0,420,0.2380952380952381,0.17647058823529413,0.21089660371037314,0.15384615384615385,0.3296307415190633,0.8197086076566691,0.7468297356704052,0.2627685064525621,0.16814159292035402,0.02100023117288081,0.002165483204915143,0.0995001628364697,0.1851851851851852,0.363268292261415,0.3280359047934371,0.14412120865394698,0.06357707581885087,0.2933467741935484,0.3828964331757628,0.7417557877584675,0.02569356872635561,0.17555938037865748,0.1638655462184874,0.1,0.152,SOLO,11,0,7,4,56951349.0,미율치당신은대체,15,378361,26751,15115,1745,291,0,0,891,1,0,151132,163,1836,0,0,39,3,8,19,True,"{'10-20': 100.80000000000001, '0-10': 26.100000000000023, '20-30': 180.4}","{'10-20': 629.8, '0-10': 500.3, '20-30': 640.8}",mid,1.272991852334351
1798,1798,1472000,9,16,64,0,"{'10-20': 0.7, '0-10': 0, '20-30': 2.2}","{'10-20': 0.39999999999999997, '0-10': -0.2, '20-30': 1}",1472000,KR,29593,1393,36294,"{'10-20': 238.9999999999999, '0-10': -100.79999999999995, '20-30': -216.39999999999998}","{'10-20': 1170.1, '0-10': 701.1, '20-30': 939.5}",6,0,False,False,True,False,False,False,1520392488196,1960,3137287126,8.5.220.3006,12554,"{'10-20': 389.7, '0-10': 275.7, '20-30': 388.4}",11025,DIAMOND,0,2055,3071,3190,1011,1412,3047,3340,0,4,JUNGLE,0,0,1,379,25920,1306,5845,11,/v1/stats/player_history/KR/1472000,133,25,82,0,9,0,8112,1144,0,0,8143,399,0,0,8136,15,0,0,8105,4,0,0,9111,1054,0,0,8014,170,0,0,8100,8000,116168,9121,23610,KR,0,0,0,0,0,0,0,0,0,0,508,0,420,0.21428571428571427,0.35294117647058826,0.17524463615170932,0.15384615384615385,0.1137796457520264,0.09875640087783467,0.0368032463506735,0.2457017949472445,0.5884955752212391,0.2019164753262058,0.22966711990733746,0.3343103521515653,0.2716049382716049,0.15542073473400625,0.13736526505536548,0.3018869723580957,0.3628811892010056,0.03528225806451613,0.31327889987107865,0.09712440306455493,0.12200504413619168,0.2107477529164276,0.19747899159663865,0.4,0.28,NONE,11,0,11,4,2024672.0,17supz,22,161878,11202,31661,9960,35,0,0,729,1,0,19789,774,2204,1,0,47,12,3,35,True,"{'10-20': 92.59999999999997, '0-10': 24.299999999999997, '20-30': 99.60000000000002}","{'10-20': 527.8, '0-10': 312.7, '20-30': 471.90000000000003}",jg,2.042094162598847
1799,1799,206999882,6,18,114,0,"{'10-20': 8.3, '0-10': 7.3, '20-30': 8.8}","{'10-20': 0.19999999999999973, '0-10': 2.1999999999999997, '20-30': 0.8000000000000003}",206999882,KR,14946,5098,34888,"{'10-20': 130.5, '0-10': 89, '20-30': -43.60000000000001}","{'10-20': 802.2, '0-10': 599.4000000000001, '20-30': 671.2}",3,0,False,True,False,False,False,True,1520392488196,1960,3137287126,8.5.220.3006,16818,"{'10-20': 534.6, '0-10': 365.29999999999995, '20-30': 500.7}",14983,DIAMOND,0,3143,3074,2057,3047,3812,3078,3340,3,9,TOP,694,3,1,713,893,803,5526,11,/v1/stats/player_history/KR/206999882,24,9,5,0,10,0,8359,675,22,0,8304,9,0,0,8345,4,0,0,8347,0,0,0,8430,17,0,0,8473,1201,0,0,8300,8400,199457,11692,18080,KR,0,0,0,0,0,0,0,0,0,0,2091,0,420,0.14285714285714285,0.17647058823529413,0.2347669500397839,0.3461538461538461,0.2140498348844191,0.003402371372835893,0.02262864228146311,0.2322922359073521,0.10619469026548672,0.3466845811164781,0.2944049957193937,0.25600724976282513,0.12345679012345677,0.2031612591654529,0.20201351334780315,0.2661117308847507,0.28298174663897696,0.26310483870967744,0.13192952299097552,0.05521990291976893,0.626891551071879,0.4113597246127367,0.12605042016806722,0.03333333333333333,0.168,SOLO,11,0,12,4,41910589.0,드하자 시르도엔,10,211602,16474,27909,7767,261,0,0,307,6,0,11251,3977,4302,2,0,30,1,4,21,True,"{'10-20': -101.5, '0-10': 107.70000000000002, '20-30': 92.60000000000002}","{'10-20': 515, '0-10': 481.1, '20-30': 725.1}",top,0.9318692680453003
1810,1810,206367010,2,16,136,0,"{'10-20': 8, '0-10': 8.5, '20-30': 9.2}","{'10-20': -2.8, '0-10': -1.4000000000000004, '20-30': 1.1000000000000005}",206367010,KR,3802,0,11338,"{'10-20': 406.30000000000007, '0-10': -15.499999999999979, '20-30': 35.69999999999999}","{'10-20': 924.5, '0-10': 214.10000000000002, '20-30': 859.9}",7,0,False,True,False,False,False,False,1520342840922,1914,3136815621,8.4.218.8787,11409,"{'10-20': 313, '0-10': 312.4, '20-30': 388.5}",10600,DIAMOND,0,3027,1082,2033,3165,3135,3020,3340,0,3,MIDDLE,0,0,1,770,160467,15583,19088,11,/v1/stats/player_history/KR/206367010,12,0,8,0,1,0,8230,14,0,0,8224,896,0,0,8234,22,0,0,8237,478,0,0,8316,6104,0,0,8352,325,0,0,8200,8300,9196,1058,7426,KR,0,0,0,0,0,0,0,0,0,0,1301,0,420,0.07692307692307693,0.2413793103448276,0.2128147733631785,0.2,0.2113062568605928,0.4154431657842617,0.2870854826823876,0.22161591064773425,0.06349206349206349,0.03091653611075624,0.030200959123087463,0.1234395518542529,0.21100917431192664,0.374086923698859,0.17690081724806814,0.18205109435619649,0.15565600370885488,0.300794551645857,0.04415137614678899,0.8670601976433945,0.009351372861122163,0.21180904522613064,0.11386138613861388,0.15384615384615385,0.13761467889908258,SOLO,11,0,7,4,40930451.0,Afreeca ChoiMi,23,321102,16689,27357,4029,265,0,0,77,4,0,151439,47,843,0,0,23,4,6,15,False,"{'10-20': -307.20000000000005, '0-10': -48.19999999999999, '20-30': -156.8}","{'10-20': 459, '0-10': 437.7, '20-30': 518.8}",mid,0.9223842596572387
1811,1811,2373850,5,15,96,0,"{'10-20': 9.9, '0-10': 8.1, '20-30': 9.4}","{'10-20': -0.3500000000000001, '0-10': -0.34999999999999964, '20-30': -0.25}",2373850,KR,2510,2510,11194,"{'10-20': -298.30000000000007, '0-10': -102.15, '20-30': -156.04999999999995}","{'10-20': 356.1, '0-10': 184.9, '20-30': 749.9}",6,0,False,False,False,False,False,False,1520342840922,1914,3136815621,8.4.218.8787,12701,"{'10-20': 418.3, '0-10': 270.8, '20-30': 430}",12650,CHALLENGER,0,1038,0,3153,3124,3047,3094,3363,1,4,BOTTOM,529,2,1,558,64174,17468,10768,11,/v1/stats/player_history/KR/2373850,12,0,9,0,2,0,8021,8499,0,0,9101,2490,4511,0,9104,16,40,0,8014,590,0,0,8233,18,10,0,8236,28,0,0,8000,8200,116467,13768,5825,KR,0,0,0,0,0,0,0,0,0,0,1625,0,420,0.19230769230769232,0.20689655172413796,0.23691475470994214,0.26666666666666666,0.1531284302963776,0.16614412758410893,0.3218128224023581,0.1250188666101636,0.06349206349206349,0.3915567867781041,0.3930121032199132,0.09682674246579896,0.10091743119266056,0.2146204049107486,0.363754889178618,0.11291599842950405,0.1665507649513213,0.3257661748013621,0.2780963302752293,0.020497200242760142,0.6128133704735376,0.0942211055276382,0.0891089108910891,0.0,0.09174311926605504,DUO_CARRY,11,0,7,4,3131594.0,칭찬은항상짜릿해,11,184222,34317,16968,4311,287,0,0,485,3,0,3580,3080,375,1,0,18,0,4,10,False,"{'10-20': -17.19999999999999, '0-10': -27.49999999999997, '20-30': -113.65000000000006}","{'10-20': 460.9, '0-10': 289.4, '20-30': 591.2}",adc,0.9556017743533578
1812,1812,205956578,9,13,412,0,"{'10-20': 1.7999999999999998, '0-10': 1.5, '20-30': 1.2}","{'10-20': -0.3500000000000001, '0-10': -0.34999999999999964, '20-30': -0.25}",205956578,KR,1275,417,16630,"{'10-20': -298.30000000000007, '0-10': -102.15, '20-30': -156.04999999999995}","{'10-20': 325.20000000000005, '0-10': 180.5, '20-30': 833.9}",7,0,False,False,False,False,False,False,1520342840922,1914,3136815621,8.4.218.8787,6729,"{'10-20': 222.7, '0-10': 163.5, '20-30': 193.7}",6325,CHALLENGER,0,2031,2055,3190,3117,0,3401,3364,0,0,BOTTOM,0,0,0,902,15936,5990,9433,11,/v1/stats/player_history/KR/205956578,0,0,0,0,3,0,8439,553,0,0,8473,763,0,0,8444,381,0,0,8242,8,0,0,8226,1356,0,0,8234,25,0,0,8400,8200,7069,1080,7667,KR,0,0,0,0,0,0,0,0,0,0,23,0,420,0.3461538461538461,0.2413793103448276,0.12551762730833801,0.0,0.2475301866081229,0.04125771834668807,0.11035372144436256,0.10951922072192358,0.0,0.02376565830436449,0.03082895638273578,0.12744560248674347,0.3394495412844037,0.02783790521947617,0.08436416828314308,0.11861237364494813,0.02066913923659404,0.05221339387060159,0.08027522935779817,0.005089947211121161,0.17688022284122562,0.18190954773869347,0.4158415841584158,0.5769230769230769,0.4128440366972477,DUO_SUPPORT,11,0,4,14,35361366.0,테디의댕댕이,37,23895,7959,17824,535,46,0,0,140,4,0,889,889,724,0,0,84,15,14,45,False,"{'10-20': -17.19999999999999, '0-10': -27.49999999999997, '20-30': -113.65000000000006}","{'10-20': 300.4, '0-10': 318.4, '20-30': 227}",sup,0.9776731489575096
1813,1813,208710504,5,16,245,0,"{'10-20': 10.4, '0-10': 7, '20-30': 7.3}","{'10-20': 0.6000000000000005, '0-10': -0.30000000000000027, '20-30': -3.6000000000000005}",208710504,KR,4169,4169,26666,"{'10-20': -30.600000000000023, '0-10': 13, '20-30': 272.5}","{'10-20': 986.9, '0-10': 431.79999999999995, '20-30': 1646.1}",6,0,False,False,False,False,False,False,1520342840922,1914,3136815621,8.4.218.8787,11921,"{'10-20': 458.59999999999997, '0-10': 265.1, '20-30': 357.2}",10458,CHALLENGER,0,2033,3748,1082,3047,3078,3211,3340,1,5,TOP,0,2,1,561,82283,11381,26485,11,/v1/stats/player_history/KR/208710504,4,0,0,0,4,0,8021,4161,0,0,8009,2445,0,0,9104,16,40,0,8014,606,0,0,8473,1076,0,0,8444,1642,0,0,8000,8400,75120,13388,13238,KR,0,0,0,0,0,0,0,0,0,0,3172,0,420,0.19230769230769232,0.20689655172413796,0.22236523036746875,0.3333333333333333,0.1539517014270033,0.21302766307232268,0.20967207074428887,0.3074967201123869,0.021164021164021163,0.2525500426968256,0.3821648778259877,0.2200502003025316,0.14678899082568808,0.1868896805776584,0.26272776417464305,0.2694931157708407,0.2251970329160872,0.28036322360953464,0.1926605504587156,0.017268032383286194,0.003183446080382013,0.19447236180904526,0.11386138613861388,0.038461538461538464,0.11926605504587155,SOLO,11,0,12,4,54692988.0,담원 쇼메이커,16,160419,24786,40497,5829,247,0,0,336,1,0,3016,16,774,0,0,23,1,2,13,False,"{'10-20': 153.30000000000004, '0-10': -70.9, '20-30': -423.2}","{'10-20': 688.9000000000001, '0-10': 400.4, '20-30': 431.7}",top,0.9766910927451067
1814,1814,1040342,5,15,113,0,"{'10-20': 0.8, '0-10': 0.9, '20-30': 1.7999999999999998}","{'10-20': 0, '0-10': 0.6000000000000001, '20-30': 0.19999999999999996}",1040342,KR,12085,0,38827,"{'10-20': 71.30000000000001, '0-10': 165.5, '20-30': 705.0000000000001}","{'10-20': 956.9, '0-10': 678.5, '20-30': 1839.5}",3,0,False,False,False,False,False,False,1520342840922,1914,3136815621,8.4.218.8787,10850,"{'10-20': 314.1, '0-10': 353.79999999999995, '20-30': 322.4}",9850,DIAMOND,0,1401,3194,3111,3083,0,0,3364,1,3,JUNGLE,0,2,1,853,63395,3858,20357,11,/v1/stats/player_history/KR/1040342,161,9,114,0,5,0,8021,2891,0,0,9111,624,0,0,9104,14,50,0,8014,114,0,0,8105,3,0,0,8136,15,0,0,8000,8100,89594,5738,26003,KR,0,0,0,0,0,0,0,0,0,0,2075,0,420,0.19230769230769232,0.10344827586206896,0.20238761425107255,0.2,0.2340834248079034,0.1641273252126186,0.0710759027266028,0.2363492819077916,0.8518518518518519,0.3012109761099493,0.16379310344827586,0.43223790289067293,0.2018348623853211,0.19656508559325786,0.11225236111552772,0.3169274177985107,0.4319270591871425,0.04086265607264472,0.4048165137614679,0.09008462251943798,0.1977715877437326,0.3175879396984925,0.2673267326732673,0.2307692307692308,0.23853211009174316,NONE,11,0,11,4,2068171.0,KSV AMBITlON,22,168724,10590,47625,11180,36,0,0,706,1,0,15734,994,1264,0,0,54,6,13,26,False,"{'10-20': -181, '0-10': 153.20000000000002, '20-30': 32.20000000000002}","{'10-20': 335.1, '0-10': 445.20000000000005, '20-30': 520.2}",jg,2.6879457525732136
1815,1815,1493714,16,15,59,0,"{'10-20': 0.8, '0-10': 0.30000000000000004, '20-30': 1.6}","{'10-20': 0, '0-10': -0.6000000000000001, '20-30': -0.19999999999999996}",1493714,KR,14163,2715,26457,"{'10-20': -71.30000000000001, '0-10': -165.5, '20-30': -705.0000000000001}","{'10-20': 885.5999999999999, '0-10': 513, '20-30': 1134.5}",1,0,False,False,True,False,False,True,1520342840922,1914,3136815621,8.4.218.8787,11633,"{'10-20': 417.1, '0-10': 220.2, '20-30': 354.3}",10400,UNRANKED,0,1413,3193,2055,1028,3071,3111,3364,1,2,JUNGLE,0,2,1,1878,31862,1794,9942,11,/v1/stats/player_history/KR/1493714,105,10,70,0,6,0,8112,1076,0,0,8143,339,0,0,8136,22,0,0,8105,5,0,0,9111,2453,0,0,8014,188,0,0,8100,8000,78251,8265,19512,KR,0,0,0,0,0,0,0,0,0,0,22,0,420,0.3137254901960784,0.06666666666666668,0.16792493684590398,0.06896551724137931,0.4939505523408732,0.05939051190811265,0.021508470308959464,0.17507219835176446,0.546875,0.2992355728232564,0.22923311607266675,0.2949214026602177,0.14678899082568808,0.12482362478380635,0.09298802715357322,0.240728875275438,0.1731997079710626,0.029258098223615463,0.08590138674884437,0.0669249464060356,0.35678391959798994,0.269200159172304,0.33067729083665337,0.4166666666666667,0.30327868852459017,NONE,11,0,11,4,2005788.0,정준우,16,122258,11479,30808,13048,28,0,0,669,1,0,12144,1420,1353,2,0,83,10,15,37,True,"{'10-20': 181, '0-10': -153.20000000000002, '20-30': -32.20000000000002}","{'10-20': 516.1, '0-10': 292, '20-30': 488}",jg,1.8768482674526985
1816,1816,207196668,14,14,12,0,"{'10-20': 2.1, '0-10': 1.4, '20-30': 1.4}","{'10-20': 0.3500000000000001, '0-10': 0.34999999999999964, '20-30': 0.25}",207196668,KR,1025,868,36371,"{'10-20': 298.30000000000007, '0-10': 102.15, '20-30': 156.04999999999995}","{'10-20': 770.8, '0-10': 364.1, '20-30': 1076.9}",6,0,False,False,False,False,False,False,1520342840922,1914,3136815621,8.4.218.8787,9336,"{'10-20': 247.8, '0-10': 164.2, '20-30': 361.2}",7775,MASTER,0,3401,3190,2031,3109,0,3117,3364,0,3,BOTTOM,0,0,1,581,11630,5977,13608,11,/v1/stats/player_history/KR/207196668,0,0,0,0,7,0,8439,716,0,0,8473,631,0,0,8444,1669,0,0,8451,178,0,0,8316,312,0,0,8306,3,0,0,8400,8300,6060,689,12988,KR,0,0,0,0,0,0,0,0,0,0,3152,0,420,0.27450980392156865,0.4,0.1347672320461927,0.10344827586206896,0.15281430825881115,0.02167822652348723,0.07165893368821111,0.2396280904416426,0.0,0.023173730320493455,0.019109693523783108,0.19631197097944375,0.3302752293577982,0.17859790126255046,0.058130680621486325,0.21609182828298612,0.13296608482113229,0.05329153605015674,0.01078582434514638,0.8665193406702414,0.12814070351758794,0.21050537206526065,0.24302788844621515,0.20833333333333331,0.2459016393442623,DUO_SUPPORT,11,0,14,4,42461466.0,sibasaki roka,36,174927,7176,27655,10017,51,0,0,84,5,0,157236,510,1058,0,0,61,5,8,30,True,"{'10-20': 17.19999999999999, '0-10': 27.49999999999997, '20-30': 113.65000000000006}","{'10-20': 305.29999999999995, '0-10': 315.5, '20-30': 399.4}",sup,0.7641488992687221
1817,1817,209197502,8,18,8,0,"{'10-20': 9.8, '0-10': 7.300000000000001, '20-30': 10.9}","{'10-20': -0.6000000000000005, '0-10': 0.30000000000000027, '20-30': 3.6000000000000005}",209197502,KR,2703,2703,21709,"{'10-20': 30.600000000000023, '0-10': -13, '20-30': -272.5}","{'10-20': 1017.5, '0-10': 418.79999999999995, '20-30': 1373.6}",3,0,False,False,False,False,False,False,1520342840922,1914,3136815621,8.4.218.8787,15346,"{'10-20': 472.09999999999997, '0-10': 276.5, '20-30': 594.5999999999999}",14750,MASTER,0,3907,3065,3092,3151,3135,3111,3364,1,4,TOP,788,2,1,772,191670,32591,15085,11,/v1/stats/player_history/KR/209197502,9,1,4,0,8,0,8326,3,0,0,8304,9,3,0,8321,3,0,0,8347,0,0,0,8210,0,0,0,8236,48,0,0,8300,8200,21353,1957,18767,KR,0,0,0,0,0,0,0,0,0,0,3168,0,420,0.1568627450980392,0.2,0.2215229159148322,0.13793103448275862,0.20305102577590745,0.3572713394459843,0.3907372106127636,0.2656371064309361,0.046875,0.08165489497252422,0.05427818610456248,0.2836608222490931,0.03669724770642202,0.21758626815567167,0.28059232376909743,0.26554564065698794,0.4777327935222672,0.2957157784743992,0.01900359527478172,0.0004959852747482875,0.02261306532663317,0.02626343016315161,0.16334661354581673,0.08333333333333333,0.22131147540983606,SOLO,11,0,14,4,57960470.0,천천히올라감,4,213114,34638,33984,35990,283,0,0,148,1,0,90,90,132,0,0,41,2,2,27,True,"{'10-20': -153.30000000000004, '0-10': 70.9, '20-30': 423.2}","{'10-20': 535.6, '0-10': 471.3, '20-30': 854.9}",top,1.2625402822739464
1818,1818,3863724,7,18,69,0,"{'10-20': 10.8, '0-10': 9.9, '20-30': 8.1}","{'10-20': 2.8, '0-10': 1.4000000000000004, '20-30': -1.1000000000000005}",3863724,KR,14603,4349,14867,"{'10-20': -406.30000000000007, '0-10': 15.499999999999979, '20-30': -35.69999999999999}","{'10-20': 518.2, '0-10': 229.6, '20-30': 824.2}",0,4,False,False,True,False,True,False,1520342840922,1914,3136815621,8.4.218.8787,17893,"{'10-20': 672.8, '0-10': 308.5, '20-30': 546.5}",15725,CHALLENGER,1,1058,1058,3040,3907,3151,3001,3340,1,14,MIDDLE,0,14,3,0,218657,35616,11180,11,/v1/stats/player_history/KR/3863724,51,15,28,0,9,0,8230,23,0,0,8224,408,0,0,8210,19,0,0,8237,772,0,0,8009,9881,0,0,8014,827,0,0,8200,8000,9656,600,6977,KR,0,0,0,0,0,0,0,0,0,0,21,0,420,0.13725490196078433,0.0,0.25828942619992784,0.4827586206896552,0.0,0.407574890537072,0.4270042801136568,0.1968725787138128,0.265625,0.03692500659648264,0.01664124254611011,0.105456469165659,0.3761467889908257,0.2368022330991193,0.2959431654326588,0.15216677866508307,0.14844361850401538,0.30825496342737724,0.8543913713405239,0.019960651834869968,0.07939698492462313,0.2620374054914445,0.1752988047808765,0.125,0.13934426229508196,SOLO,11,0,1,4,4843289.0,Be proud of me,41,231935,36533,19474,11183,295,0,0,6654,1,1,3622,316,1317,0,0,44,3,7,17,True,"{'10-20': 307.20000000000005, '0-10': 48.19999999999999, '20-30': 156.8}","{'10-20': 766.2, '0-10': 485.9, '20-30': 675.6}",mid,0.9165307295636195
1819,1819,206358340,6,16,18,0,"{'10-20': 10.3, '0-10': 8.899999999999999, '20-30': 9.7}","{'10-20': 0.3500000000000001, '0-10': 0.34999999999999964, '20-30': 0.25}",206358340,KR,20428,15887,10215,"{'10-20': 298.30000000000007, '0-10': 102.15, '20-30': 156.04999999999995}","{'10-20': 507.1, '0-10': 205.60000000000002, '20-30': 819}",5,1,False,False,True,False,False,False,1520342840922,1914,3136815621,8.4.218.8787,15067,"{'10-20': 408.8, '0-10': 318.7, '20-30': 562}",13765,DIAMOND,0,3140,3031,3087,3094,3006,1037,3363,2,6,BOTTOM,772,2,2,571,82664,7431,6973,11,/v1/stats/player_history/KR/206358340,27,0,24,0,10,0,8021,8402,0,0,9101,2093,3885,0,9104,15,0,0,8017,1765,0,0,8233,14,30,0,8236,28,0,0,8000,8200,146183,24544,7916,KR,0,0,0,0,0,0,0,0,0,0,3225,0,420,0.1176470588235294,0.3333333333333333,0.21749548899314328,0.20689655172413796,0.1501841136244082,0.1540850315853438,0.08909110527640902,0.12279002606184405,0.140625,0.5590107952872434,0.6807377617528776,0.11964933494558645,0.11009174311926606,0.2421899726988522,0.27234580302318423,0.1254668771195049,0.06765779518152253,0.31347962382445144,0.029917822290703645,0.04609907581410472,0.4130653266331658,0.23199363310783924,0.08764940239043825,0.16666666666666666,0.09016393442622953,DUO_CARRY,11,0,4,7,38160601.0,I LOVE KSV,12,237212,33620,16057,5097,300,0,0,233,2,0,8365,1644,1166,3,0,22,4,10,11,True,"{'10-20': 17.19999999999999, '0-10': 27.49999999999997, '20-30': 113.65000000000006}","{'10-20': 490.4, '0-10': 347.3, '20-30': 646.1}",adc,1.0915614590528608
1860,1860,2373850,5,16,51,0,"{'10-20': 9.6, '0-10': 9.3, '30-end': 8.6, '20-30': 11.3}","{'10-20': -0.6000000000000005, '0-10': 0.8499999999999994, '30-end': -0.9000000000000004, '20-30': 1.3000000000000003}",2373850,KR,3145,3145,11269,"{'10-20': -20.600000000000023, '0-10': -61.249999999999986, '30-end': -363.6999999999998, '20-30': 149.99999999999994}","{'10-20': 495.2, '0-10': 217.1, '30-end': 1131.4, '20-30': 837.5999999999999}",3,0,False,False,False,False,False,True,1520318295394,2122,3136516651,8.4.218.8787,14029,"{'10-20': 393.5, '0-10': 287.4, '30-end': 413.8, '20-30': 460.6}",12775,CHALLENGER,0,3047,1053,1038,3031,3087,3094,3363,0,0,BOTTOM,1718,0,0,1134,61816,7676,12153,11,/v1/stats/player_history/KR/2373850,16,0,15,0,1,0,8021,9136,0,0,9101,2095,4301,0,9104,18,50,0,8014,162,0,0,8233,23,0,0,8236,28,0,0,8000,8200,197184,30273,8029,KR,0,0,0,0,0,0,0,0,0,0,1625,0,420,0.25,0.16666666666666666,0.23500343400840915,0.0,0.2084942084942085,0.12760405915332468,0.10062662226999816,0.1964311690830626,0.08602150537634409,0.6019617240947709,0.730032796373107,0.14623440488115835,0.2647058823529412,0.20516908911787915,0.32095448930013515,0.1759451772259277,0.29366804571909405,0.3279467680608365,0.06237006237006236,0.009840314213599294,0.2661769849597761,0.2809702570025989,0.1469387755102041,0.08571428571428573,0.11304347826086955,DUO_CARRY,11,0,7,4,3131594.0,칭찬은항상짜릿해,36,263655,38710,21156,8376,345,0,0,120,4,0,4655,761,973,2,0,36,3,6,13,False,"{'10-20': -79.1, '0-10': 11.749999999999986, '30-end': -379.20000000000005, '20-30': 59.650000000000006}","{'10-20': 433.1, '0-10': 348, '30-end': 546.6, '20-30': 506.2}",adc,1.2144617302201821
1861,1861,201232698,6,13,223,0,"{'10-20': 2, '0-10': 1.2, '30-end': 2.2, '20-30': 4}","{'10-20': -0.6000000000000005, '0-10': 0.8499999999999994, '30-end': -0.9000000000000004, '20-30': 1.3000000000000003}",201232698,KR,95,95,30728,"{'10-20': -20.600000000000023, '0-10': -61.249999999999986, '30-end': -363.6999999999998, '20-30': 149.99999999999994}","{'10-20': 730.2, '0-10': 181, '30-end': 1004.6, '20-30': 802.5}",4,0,False,False,False,False,True,False,1520318295394,2122,3136516651,8.4.218.8787,8506,"{'10-20': 238.4, '0-10': 152.5, '30-end': 234.6, '20-30': 283.2}",7700,CHALLENGER,0,1033,3401,3060,3111,2055,3105,3364,0,0,BOTTOM,0,0,0,1137,10561,5886,12296,11,/v1/stats/player_history/KR/201232698,0,0,0,0,2,0,8326,1,0,0,8304,10,0,0,8316,726,0,0,8347,0,0,0,8473,654,0,0,8429,71,18,16,8300,8400,6695,764,9333,KR,0,0,0,0,0,0,0,0,0,0,3350,0,420,0.3,0.2222222222222222,0.14248622208821213,0.0,0.2090457804743519,0.021800609368420185,0.07716106027634305,0.1987425043236516,0.0,0.020438441977110162,0.018423844892447187,0.1699845187141426,0.09558823529411764,0.13878007442442467,0.05536071105804708,0.18429500507310256,0.172498422270528,0.08079847908745247,0.0550935550935551,0.3405213781090531,0.00944386149003148,0.15304649148137453,0.3959183673469388,0.4,0.43478260869565216,DUO_SUPPORT,11,0,14,4,16910609.0,DWG BeryL,13,178341,6677,22160,4920,85,0,0,106,4,0,161085,27,530,0,0,97,14,6,50,False,"{'10-20': -79.1, '0-10': 11.749999999999986, '30-end': -379.20000000000005, '20-30': 59.650000000000006}","{'10-20': 320.6, '0-10': 266.9, '30-end': 269.2, '20-30': 381.2}",sup,1.1182243728464751
